timestamp,close,typical,variation,sma8,sma20,ema8,ema20,ppo,roc,rsi,williamsr,atr,sd
2013-11-24T21:40-07:00[America/Denver],805.62,806.93333333333333333333333333333,0.99437162112123231874398281863290,809.2125,810.76,808.79476860897723443222433866467,809.52521562431443172305099671752,-0.034324606708054010431783507582066,-0.10911345319280843149411035337880,43.864568484998567231228433493905,-95.836131631967763599731363331095,7.4386181848137298220389977959320,1.7301924217631202
2013-11-24T21:45-07:00[America/Denver],806.26,805.84666666666666666666666666667,1.0007944192050842829125394106403,809.08,810.2015,808.23148669587118239250267693868,809.21424270771305729966931398887,-0.060890648128732069716563516226477,-0.029758214507129572225666460012399,44.986029760282100968422958246082,-91.537944929482874412357286769644,7.1286872755730433309370479061354,1.8460367089015983
2013-11-24T21:50-07:00[America/Denver],805.0,805.63333333333333333333333333333,0.99843722868553568327834693523181,808.2825,809.9675,807.51337854123314193264623086056,808.81288625935943282905420124285,-0.093459481506102681304422614943696,-0.18598884066955982641041537507750,43.157997901237936216200726391736,-100,6.8672529117943911643901955108286,2.0496470577210335
2013-11-24T21:55-07:00[America/Denver],805.57,805.38,1.0007080745341614906832298136646,807.79625,809.5315,807.08151664318133265746659158562,808.50403994894424877634859465263,-0.11230637634604652474461435791186,-0.11531308121512709237445753254805,44.261443197559855425966345075728,-96.171927468099395567494963062458,6.5523902662046716061706857352872,2.134199295439173
2013-11-24T22:00-07:00[America/Denver],802.35,803.11666666666666666666666666667,0.99600283029407748550715642340206,806.6575,808.875,806.03006850025214772761882997062,807.91794090618765370461000427240,-0.15762490378018594306501187542058,-0.51456912585244885306881587104774,39.586327586304035620848671107548,-88.185017596782302664655605832076,6.5747707528944380258621514485228,2.589704498153236
2013-11-24T22:05-07:00[America/Denver],799.0,800.11666666666666666666666666667,0.99582476475353648657069857294198,805.19,807.9835,804.46783105575167061103838998275,807.06861320083644866207809691560,-0.22453809592413801073599658599089,-0.92994420334779913205207687538748,35.397323119130744314241038983345,-100,6.4135322152497161245690438760967,3.4194578278924124
2013-11-24T22:10-07:00[America/Denver],792.19,793.74,0.99147684605757196495619524405507,803.27125,806.793,801.73942415447352185920388233662,805.65160241980440605280228978755,-0.34205357562385061605462177962088,-1.7743335399876007439553626782393,28.739505566713859277976156427265,-92.766242464835900870730073677160,6.5413556044872303183405916822919,5.135428414455799
2013-11-24T22:15-07:00[America/Denver],796.51,795.23666666666666666666666666667,1.0054532372284426715813125639051,801.5625,806.1305,800.57732989792385045114577858345,804.78097361791827221701504368239,-0.38759497599577040197569658027023,-1.2386856788592684438933663980161,36.853456399546569095760648977463,-78.298727394507702612190221031480,6.4302878242628688024235620981773,5.665028594772655
2013-11-24T22:20-07:00[America/Denver],797.84,797.68333333333333333333333333333,1.0016697844345959247215979711491,800.59,805.535,799.96903436505188374505404774099,804.11992851144986539539292119102,-0.40573795932592295370421390924439,-1.0737755734655920644761314321141,39.150621780717451040991544603181,-73.844608171466845277963831212324,6.3482734330497253623023839932684,5.688757979290275
2013-11-24T22:25-07:00[America/Denver],799.0,800.48,1.0014539255991176175674320665798,799.6825,805.001,799.75369339504035404546502302192,803.63231627226416397061206426552,-0.40384235054231743180283016530248,-0.92994420334779913205207687538748,41.161094999459340172323673093848,-69.959812458137977227059611520429,6.6528597613972390941872647936050,5.644210506784625
2013-11-24T22:30-07:00[America/Denver],800.07,799.36333333333333333333333333333,1.0013391739674593241551939924906,799.06625,804.5845,799.82398375169805313944376001795,803.29304805585805314510585653951,-0.38713153214263143204519318613983,-0.79727216367017978921264724116553,43.030881912319266197582072212109,-66.376423308774279973208305425318,6.7152167733273771394779015539248,5.247852281784289
